progress;finished;duration;experience;oss_experience;repo_name;PR_amount;role;role_text;job;is_daily_job;testing;test_kind;test_kind_text;test_coverage_kind;test_coverage_kind_text;code_coverage_aware;code_coverage_amount;code_coverage_location;test_tooling;PR_comments;PR_comments_kind;PR_comments_count_tests;PR_comments_count_code_quality;PR_comments_count_defect;PR_comments_kind_other;reviewers;CR_checklist;CR_checklist_location;PR_checks;PR_checks_type;PR_checks_type_other;how_CR_helps;use_asats;asats_name;gha_or_apps;gha_type;which_app;CI_workflows;CI_configuration;CI_when_how_check;CI_situation;any_bots;which_bots;newcomer_guidelines;building_guidelines;quote_consent;archive_consent;job_academia;job_industry;job_oss;job_other;test_kind_unit;test_kind_integration;test_kind_validation;test_kind_system;test_kind_other;tc_kind_line;tc_kind_branch;tc_kind_mutation;tc_kind_other
100.0;TRUE;564;7 to 10 years;7 to 10 years ago;rbfx/rbfx;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);owner;Industry,Open Source Software;No;Yes;Unit testing;;;;No, this information is not on the GitHub page of the project.;;;Catch2 UT framework;2;Code quality or maintainability defects;;2;;;1;No.;;Yes;Build checks,Test results;;I understand the code I own and how it changes;No.;;Yes, only GitHub Actions.;build, test, deploy binaries, deploy docs;;Yes.;We edit yml file on demand;email notifications, github page badges;Most often CI catches compilation issues on platforms we don't develop on;No.;;;;Yes;Yes;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;901;10 years and more;10 years ago or more;rust-lang/rust-analyzer;Less than 10;Source code contributor;;Industry;No;Yes;Unit testing,Integration testing;;;;;;;Built-in rust tooling.;2;Code quality or maintainability defects;;2;;;2;Yes (Please provide a link to it in the text box below):;https://github.com/rust-lang/rust-analyzer/blob/master/docs/dev/style.md;Yes;Build checks,Test results;;Find improvements to code. Learn new techniques/ approaches. ;Yes;;I don't know.;;;I don't know.;;;By running tests/checks to catch issues.;Yes.;merge bot ;https://github.com/rust-lang/rust-analyzer/tree/master/docs/dev;;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;238;10 years and more;10 years ago or more;;50 to 100;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;Yes;Validation testing,System testing;;Statement/Line coverage;;No, this information is not on the GitHub page of the project.;;;;3;Code quality or maintainability defects;;;;;1;Not aware of it.;;Yes;Build checks;;;Yes;;Yes, only GitHub Actions.;;;Yes.;;;;Yes.;;;Yes, CONTRIBUTING.md;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;914;10 years and more;7 to 10 years ago;python/cpython;Less than 10;Source code contributor;;Industry;No;Yes;Unit testing,Integration testing,Validation testing,System testing;;Statement/Line coverage,Branch coverage;;No, but I can find this information somewhere on project's GitHub. (Please specify in the text box below);;https://devguide.python.org/testing/coverage/;coverage.py, gcov;0;Other (Please specify the subject and number of comments in the text box below);;;;;1;Yes (Please provide a link to it in the text box below):;https://github.com/python/cpython/blob/main/README.rst;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;a project of this scale wouldn't be possible without code reviews;Yes;;Yes, only GitHub Actions.;once you have the org and project id on github, you can systematically parse this information on your own, it doesn't make sense to rely on users inputting it. You can just scrape the yml files under https://github.com/python/cpython/tree/main/.github/workflows for example;;Yes.;this question is too open ended;every time I submit a PR or someone mentions me in one;I didn't know I needed to do some stuff to get my PR approved, and the CI tool told me;Yes.;belvedere-bot;https://github.com/python/cpython/blob/main/README.rst;yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;638;7 to 10 years;7 to 10 years ago;dart-lang/pub;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);tech-lead;Industry;Yes;Yes;Unit testing,Integration testing;;Other (Please specify in the text box below);None ;No, this information is not on the GitHub page of the project.;;;package:test for dart;3;Code quality or maintainability defects;;;;;1;No.;;Yes;Build checks,Test results;;It's easy to make something work... But the version solver is complex, just because something works doesn't mean that cross cutting hacks weren't added...;Yes;;Yes, only GitHub Actions.;setup-dart;;Yes.;"Often manually, or using package:mono_repo to generate many workflow files for mono-repositories...

But largely GitHub actions workflows are so simple that we just copy paste from template and use that...";When doing PRs..;Often acts as sanity checks that makes it easy to reject a contribution because it breaks test. No need to review code that breaks tests.;Yes.;dependabot;No;No;Yes;No;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
100.0;TRUE;1167;10 years and more;10 years ago or more;stylelint/Stylelint;Less than 10;Source code contributor;;Industry,Open Source Software;No;Yes;Unit testing,Integration testing;;Statement/Line coverage;;No, but I can find this information somewhere on project's GitHub. (Please specify in the text box below);;96.65%;Jest;3;Code quality or maintainability defects,Other (Please specify the subject and number of comments in the text box below);;2;;1 wording suggestion;2;Yes (Please provide a link to it in the text box below):;;Yes;Code quality warnings,Code coverage reports,Test results;;Suggest other ways of doing things, find errors in my code, mention things I have not thought about;No.;;Yes, both.;actions/checkout, actions/setup-node;codecov;Yes.;?;For each new commit in the GitHub UI;forgot to lint locally;Yes.;dependabot;https://stylelint.io/CONTRIBUTING#code-contributions;yes, see above;Yes;Yes;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;896;10 years and more;7 to 10 years ago;google/googletest;Less than 10;Source code contributor;;Industry;No;Yes;Unit testing,System testing;;;;No, this information is not on the GitHub page of the project.;;;googletest;5-15;Other (Please specify the subject and number of comments in the text box below);;;;architecture;I don't know.;Not aware of it.;;Yes;Build checks,Test results;;helps to understand corner cases;No.;;Yes, only GitHub Actions.;ci, pages build;;Yes.;by yml file .github/workflows/*.yml;before pr and while working on a pull request;it helps to understand issues with different OS or uncovered cases;Yes.;google-cla;https://github.com/google/googletest/blob/main/CONTRIBUTING.md;yes https://github.com/google/googletest/blob/main/CONTRIBUTING.md;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;809;10 years and more;7 to 10 years ago;rgsystemes/php-driver;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Other;No;Yes;Unit testing,Integration testing;;;;;;;phpunit, behat, ccm;Few;;;;;;2;No.;;Yes;Test results;;Quality / maintainability;No.;;Yes, only GitHub Actions.;checkout;;Yes.;By editing its workflow file, either using Git or GitHub web interface;Each PR / master push;Preventing regression;No.;;;;Yes;Yes;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;1334;1 to 3 years;1 to 3 years ago;TUM-Dev/navigatum;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Project-Lead/Main Maintainer;Academia;Yes;Yes;Unit testing,Integration testing,Validation testing,System testing;;;;No, this information is not on the GitHub page of the project.;;;shemathesis, rust unit-tests, quality tests for some APIs, End-End Tests;Last non-trivial PR had 28 nontrovial comments of which 4 were major (https://github.com/TUM-Dev/NavigaTUM/pull/401);Code quality or maintainability defects,Functional defects;;25;3;;1;Yes (Please provide a link to it in the text box below):;https://github.com/TUM-Dev/NavigaTUM/blob/main/.github/pull_request_template.md;No.;;;better code quality, catch issues erarly;Yes;;Yes, both.;CD, some minor CI;Imagebot;Yes.;"creating yaml files????
writing in them????
";If they fail, CD does not run or stuff does not get merged => yes;stop us from deploying code which does not pass a smoke test;Yes.;A selfwritten bot for getting feedback from our website to our issues;https://github.com/TUM-Dev/NavigaTUM/blob/main/CONTRIBUTING.md;"No, but if the smoke tests fail nothing is getting merged ;)";Yes;Yes;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;858;10 years and more;10 years ago or more;trevorr/express-jwt-fusionauth;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Owner;Industry;No;Yes;Unit testing,Integration testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);100%;;Mocha, Chai, Istanbul;0;;;;;;0;No.;;No.;;;Maintain quality and consistency;Yes;;No.;;;Yes.;Commit CircleCI configuration file;Results are checked on CircleCI;It has had no third party contributions;Yes.;Dependabot;No;No;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;326;3 to 6 years;3 to 6 years ago;dexidp/dex;50 to 100;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Open Source Software;Yes;Yes;Unit testing,Integration testing;;;;No, but I can find this information somewhere on project's GitHub. (Please specify in the text box below);;;GitHub actions, go, kind;50;Tests,Functional defects;;;;;1;Yes (Please provide a link to it in the text box below):;;Yes;Code quality warnings;;;No.;;Yes, both.;docker/build-and-push;;Yes.;Manually;On test branches creation;All day for testing;Yes.;Dependabot;No;No;Yes;Yes;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;183;10 years and more;Less than 1 year ago;;Less than 10;;;Industry,Academia;No;I don't know.;;;;;;;;;;Code quality or maintainability defects;;;;;I don't know.;Not aware of it.;;I'm not aware of it.;;;;I don't know.;;No.;;;I don't know.;;;;I don't know.;;;;No;Yes;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;218;10 years and more;7 to 10 years ago;;50 to 100;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Tech lead;Industry;No;Yes;Unit testing,Integration testing;;Statement/Line coverage,Branch coverage,Mutation score;;Yes, I know. (Please specify in the text box below);60;;Jest, Cypress;10;Functional defects;;;;;2;Not aware of it.;;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;It helps clean up all visual defects before merging the code;Yes;;Yes, both.;;;Yes.;;;;Yes.;Dependantbot;Yes, CONTRIBUTING.md file;Yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE
100.0;TRUE;664;3 to 6 years;3 to 6 years ago;supergoodsoft/solidus_taxjar;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;Yes;Unit testing,Integration testing,System testing;;;;No, this information is not on the GitHub page of the project.;;;RSpec, FactoryBot, Capybara, Selenium, Chromedriver;10;Tests,Code quality or maintainability defects;3;7;;;More than 2;No.;;Yes;Test results;;Professional development, create better code contributions ;No.;;No.;;;Yes.;CircleCI Orbs ;After pull requests open ;When upstream changes from other packages break our project ;Yes.;Dependabot;Only a message that states we are welcoming of contributions: https://github.com/SuperGoodSoft/solidus_taxjar#contributing;Not right now ;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;247;1 to 3 years;Less than 1 year ago;Kubernetes/kompose;Less than 10;Source code contributor;;Academia;Yes;Yes;Unit testing,Integration testing,Validation testing;;Statement/Line coverage;;No, but I can find this information somewhere on project's GitHub. (Please specify in the text box below);;;;4;Tests;;;;;1;Yes (Please provide a link to it in the text box below):;;Yes;Build checks;;;I don't know.;;Yes, only GitHub Actions.;;;Yes.;;;;Yes.;;;;Yes;Yes;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;1121;10 years and more;10 years ago or more;woocommerce/woocommerce;Less than 10;Source code contributor;;Industry;No;Yes;Unit testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);81.0%;;phpunit, Playwright;3;Other (Please specify the subject and number of comments in the text box below);;;;3 - Triage, replication and the issue being fixed;0;Yes (Please provide a link to it in the text box below):;https://github.com/woocommerce/woocommerce/blob/trunk/.github/PULL_REQUEST_TEMPLATE.md;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;It helps me learn from other developers;Yes;;Yes, both.;Too many to list out: https://github.com/woocommerce/woocommerce/tree/trunk/.github/workflows;;Yes.;The project maintainers use workflows to handle them;They are run on every pull request;Coverage was reduced on a PR that I made so I ended up adding an extra test to increase coverage again;Yes.;;https://github.com/woocommerce/woocommerce/blob/trunk/.github/CONTRIBUTING.md;;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;832;10 years and more;10 years ago or more;adopted-ember-addons/ember-file-upload;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer;Industry;No;Yes;Unit testing,Integration testing;;;;Yes, I know. (Please specify in the text box below);Pretty high. All of the public API is covered by integration and unit tests;;Qunit, ember test helpers, testem, ember try;None. Automated dependency updates;;;;;;0;Yes (Please provide a link to it in the text box below):;https://github.com/adopted-ember-addons/ember-file-upload/blob/master/CONTRIBUTING.md;Yes;Code quality warnings,Test results;;;No.;;Yes, both.;CI tests;Cloudflare pages;Yes.;Based on a shared community config and then modified for the project itself;Often via the web UI;We use Ember try to test against all supported Ember versions. This gives us a clear view if our supported versions are all compatible;Yes.;Renovate;This project is part of a community project to maintain package. It has a program guidelines repo https://github.com/adopted-ember-addons/program-guidelines;https://github.com/adopted-ember-addons/ember-file-upload/blob/master/CONTRIBUTING.md;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;1264;3 to 6 years;Less than 1 year ago;kubernetes-sigs/image-builder;Less than 10;Source code contributor;;Industry;No;Yes;;;;;No, this information is not on the GitHub page of the project.;;;I personally run manual test right now to ensure any code changes haven't changed the functionality of the project. IE I work in the Openstack are of this project and always run a build against that to ensure functionality.;46;Other (Please specify the subject and number of comments in the text box below);;;;A request and ensuing discussion to add additional features/image support as part of the ongoing PR.;2;Not aware of it.;;Yes;Build checks,Test results;;We're all capable of making mistakes or implementing something that could have been done more efficiently and a code review helps cover these aspects. ;No.;;No.;;;I don't know.;;;With this particular project it's quite hard to implement due to the broad coverage this would require. However another tool I work on, eschercloudai/baski, is attempting to help solve part of the problem here by creating a CLI tool that runs the image builder project against a test endpoint. This allows the sort of end-2-end testing that would help give the confidence a CI run would give.;I don't know.;;"Nothing that is helpful with regards to building etc.
https://github.com/kubernetes-sigs/image-builder/blob/master/CONTRIBUTING.md

";"A minimal one - but not very helpful when it comes to building. The in project ""book"" would sort of help here. https://github.com/kubernetes-sigs/image-builder/tree/master/docs/book";Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;1232;10 years and more;10 years ago or more;python-caldav/caldav;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);maintainer, co-owner;Industry;No;Yes;Unit testing,Integration testing,System testing;;Statement/Line coverage;;No, this information is not on the GitHub page of the project.;;;pytest;0;;;;;;0;No.;;Yes;Code quality warnings,Test results;;"Generally code review improves the quality of the code, but it may also cause delays and in open source projects it may cause developer churn if the review process is too harsh or if a change is pending ""forever"" because nobody bothers to do a proper code review.";I don't know.;"python ""black"" style enforcement module (is it an ASAT?  Didn't I choose ""I don't know"" on the previous question?)";Yes, only GitHub Actions.;"Someone set up automated running of pytest (including the black code enforcement) on all pull requests and all commits to master branch.  I think that's ""Github Actions""?";;I don't know.;;;It's helping me a lot!  I've earlier accepted pull requests without running tests.  I've committed mistakes breaking tests and haven't discovered it for a longer time.  Now I get notified really quick if changes in the library dependencies are breaking tests.  Though, lately I've had problems with the github testing framework arbitrarily failing the tests, but succeeding when retrying.;No.;;No guidelines.  Should maybe consider to write up something.;No;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;910;3 to 6 years;3 to 6 years ago;dotnet/Silk.NET;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer;Open Source Software;Yes;Yes;Unit testing,Integration testing,Validation testing,System testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);65%;;XUnit, Codecov, Nuke, Fluent Assertions, probably many more im forgetting. ;4;Tests,Code quality or maintainability defects,Functional defects;;;;;1;No.;;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;Ensures confidence in code. Second pair of eyes. Fresh view on code. ;Yes;;Yes, both.;;;Yes.;Via GitHub actions;During review, and after commits I've made to ensure everything is up to standard.;I believe they are primarily for helping maintainers to ease their workload ;Yes.;Dependabot;CONTRIBUTING.md;Yes;Yes;Yes;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;423;3 to 6 years;1 to 3 years ago;boostorg/math;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer;Industry,Open Source Software;Yes;Yes;Unit testing,Integration testing,Validation testing,System testing;;;;No, this information is not on the GitHub page of the project.;;;Boost.Test;10;Tests,Functional defects,Other (Please specify the subject and number of comments in the text box below);1;;1;8, other implementation details;2;No.;;I'm not aware of it.;;;Increases code quality ;Yes;;Yes, both.;CI;CircleCI, Drone;Yes.;PR to the yaml file;Reports results on PRs and emails for failures on develop/master;Testing on architectures that differ from x86-64;No.;;No;Yes. It is in the readme since the Boost super project is required for development;Yes;Yes;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;341;7 to 10 years;1 to 3 years ago;atlassian-api/atlassian-python-api;Less than 10;Source code contributor;;Industry;No;I don't know.;;;;;;;;;2;Other (Please specify the subject and number of comments in the text box below);;;;;1;Yes (Please provide a link to it in the text box below):;https://github.com/atlassian-api/atlassian-python-api/blob/master/CONTRIBUTING.rst;I'm not aware of it.;;;Helps me ensure consistency, be aware of code decisions ;I don't know.;;Yes, only GitHub Actions.;CI;;Yes.;;At pull request ;;Yes.;Dependancybot;https://github.com/atlassian-api/atlassian-python-api/blob/master/CONTRIBUTING.rst;https://github.com/atlassian-api/atlassian-python-api/blob/master/CONTRIBUTING.rst;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;506;10 years and more;10 years ago or more;slackapi/deno-slack-sdk;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer;Industry;Yes;Yes;Unit testing,Integration testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);99%;;Deno standard library test framework;25;Tests,Code quality or maintainability defects,Functional defects;3;1;3;;1;Yes (Please provide a link to it in the text box below):;On my phone don't have the link but it is the standard pull request template on GitHub;Yes;Code coverage reports,Build checks,Test results;;A different perspective;Yes;;Yes, both.;Running deno tests;Codecov.io;Yes.;Using workflow yaml files;Via checks on PRs;Automatically running the tests;I don't know.;;Yes there are contribution guidelines in the project, on my phone and on vacation so don't have the link handy but check the repo:);Yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;496;7 to 10 years;1 to 3 years ago;ifmeorg/ifme;Less than 10;Source code contributor;;Industry;No;Yes;Unit testing,Integration testing;;Statement/Line coverage;;No, this information is not on the GitHub page of the project.;;;cucumber, react-testing-library;10;Code quality or maintainability defects,Functional defects;;2;2;;1;Yes (Please provide a link to it in the text box below):;https://github.com/ifmeorg/ifme/wiki;Yes;Code coverage reports;;;No.;;Yes, only GitHub Actions.;CI Runners (CircleCI);;Yes.;We don't - lead maintainer configured;During PR process;Identified gaps in test coverage/failing tests identified edge cases;I don't know.;;https://github.com/ifmeorg/ifme/wiki;Yes!;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;506;3 to 6 years;3 to 6 years ago;ceph/ceph;Less than 10;Source code contributor;;Industry;Yes;Yes;Unit testing,Integration testing,System testing;;;;;;;teuthology;;Code quality or maintainability defects;;;;;1;;;Yes;;;;I don't know.;;I don't know.;;;No we don't configure our CI workflows on GitHub.;;;;I don't know.;;https://docs.ceph.com/en/quincy/dev/developer_guide/index.html;https://github.com/ceph/ceph/blob/main/README.md;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;616;7 to 10 years;7 to 10 years ago;rapidsai/cudf;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry,Open Source Software;Yes;Yes;Unit testing,Integration testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);85.85%;;The Python pytest package;20-30;Tests,Code quality or maintainability defects,Functional defects;;;;;2;Yes (Please provide a link to it in the text box below):;https://github.com/rapidsai/cudf/blob/branch-23.04/.github/PULL_REQUEST_TEMPLATE.md;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;;Yes;;Yes, both.;Checkout, cache, CI workflows;Codecov;Yes.;By writing workflow scripts in .github/workflows;We check after each push to a branch with an associated pull request using the Github web GUI;;No.;;https://github.com/rapidsai/cudf/blob/main/CONTRIBUTING.md;https://github.com/rapidsai/cudf/blob/main/CONTRIBUTING.md;Yes;Yes;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;485;10 years and more;10 years ago or more;pyro-ppl/numpyro;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Project owner;Industry;No;Yes;Unit testing,Integration testing;;;;No, this information is not on the GitHub page of the project.;;;pytest;5;Code quality or maintainability defects;;;;;2;No.;;No.;;;Rethinking the approaches, getting better implementations;No.;;Yes, only GitHub Actions.;Test;;Yes.;Follow the public template.;When there are failing tests.;Some random tests are failing.;No.;;Yes, link at CONTRIBUTION.md file.;Yes.;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;176;1 to 3 years;1 to 3 years ago;;Less than 10;Source code contributor;;Industry,Open Source Software;Yes;No;;;;;;;;;2;Other (Please specify the subject and number of comments in the text box below);;;;Improving;2;Yes (Please provide a link to it in the text box below):;;Yes;Code quality warnings,Build checks,Test results;;;No.;;Yes, only GitHub Actions.;;;Yes.;;;;Yes.;;;;Yes;Yes;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;602;7 to 10 years;7 to 10 years ago;apache/incubator-kvrocks;10 to 50;Source code contributor;;Industry;Yes;Yes;Unit testing,Integration testing;;Mutation score;;No, this information is not on the GitHub page of the project.;;;googletest;~10;Other (Please specify the subject and number of comments in the text box below);;;;;2;No.;;Yes;Code quality warnings,Build checks,Test results;;Keep code base more consistent and high quality;No.;;Yes, only GitHub Actions.;cI;;Yes.;yaml files;CI failed;Check the code style and make sure test cases are correct;No.;;No;No;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
100.0;TRUE;776;3 to 6 years;1 to 3 years ago;edent/SuperTinyIcons;Less than 10;Source code contributor;;Open Source Software,Other;Yes;Yes;Validation testing;;;;;;;;2;Other (Please specify the subject and number of comments in the text box below);;;;quality of the contribution;2;Yes (Please provide a link to it in the text box below):;https://github.com/edent/SuperTinyIcons/blob/master/CONTRIBUTING.md;I'm not aware of it.;;;it allows me to quickly scan through the changes and spot glaring issues without testing the branch manually, often speeding up the workflow;I don't know.;;No.;;;I don't know.;;;;No.;;"yes
https://github.com/edent/SuperTinyIcons/blob/master/CONTRIBUTING.md";—;Yes;Yes;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;383;7 to 10 years;1 to 3 years ago;entrylabs/entryjs;Less than 10;Source code contributor;;Other;Yes;No;;;;;;;;;1~2;Code quality or maintainability defects;;2;;;I don't know.;Yes (Please provide a link to it in the text box below):;3;Yes;Code quality warnings,Code coverage reports,Build checks;;There are a few review methods that I don't understand yet, but it's nice to be able to revise the code through review methods.;I don't know.;;No.;;;No we don't configure our CI workflows on GitHub.;;;;No.;;;;Yes;Yes;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;2600;3 to 6 years;1 to 3 years ago;agherzan/meta-raspberrypi;Less than 10;Source code contributor;;Industry,Open Source Software;Yes;Yes;Validation testing;;Statement/Line coverage,Branch coverage;;No, but I can find this information somewhere on project's GitHub. (Please specify in the text box below);;https://github.com/agherzan/meta-raspberrypi/tree/master/.github/workflows;I personally don't normally utilize CI/CD frameworks such as Buildbot, but I am aware of them.;10;Functional defects;;;https://github.com/agherzan/meta-raspberrypi/issues/1117;;2;Yes (Please provide a link to it in the text box below):;https://meta-raspberrypi.readthedocs.io/en/latest/contributing.html;I'm not aware of it.;;;In terms of the Yocto Project it helps with detecting potential build defects. There are many variables that can alter builds and not all variables can be tested/known by one person. Also if there are better code styles and future readability concerns reviewing helps in that regards as well.;No.;;I don't know.;;;I don't know.;;;"Answer is unrelated to MR's in meta-raspberrypi, but in mesa. Link bellow

https://gitlab.freedesktop.org/mesa/mesa/-/merge_requests/20447

It was a simple change. I personally didn't check for build issues locally because of how minor it was, but Mesa's Gitlab CI environment detected the issue. Helped me realize I utilized

#ifdef defined(....

instead of

#if defined(...";I don't know.;;Yes, https://meta-raspberrypi.readthedocs.io/en/latest/contributing.html;;Yes;Yes;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;429;3 to 6 years;1 to 3 years ago;victorbalssa/abacus;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;No;;;;;;;;;1;Code quality or maintainability defects;;;;;0;Yes (Please provide a link to it in the text box below):;;Yes;Code quality warnings;;;Yes;;Yes, only GitHub Actions.;codeql;;Yes.;;;;Yes.;;;;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
